iter	Logloss
128	0.6832362146
129	0.6832293065
130	0.6832238878
131	0.6832220932
132	0.6832129988
133	0.6832048944
134	0.6831998464
135	0.68318989
136	0.6831830111
137	0.6831739353
138	0.6831767166
139	0.6831701165
140	0.683159165
141	0.6831549992
142	0.683156449
143	0.683156359
144	0.683151263
145	0.6831474362
146	0.6831409102
147	0.6831421602
148	0.683128844
149	0.6831266646
150	0.683121627
151	0.6831178144
152	0.6831085368
153	0.6831016416
154	0.6830979044
155	0.6830951282
156	0.6830888475
157	0.6830850372
158	0.6830814195
159	0.6830780184
160	0.6830724327
161	0.6830679576
162	0.6830614877
163	0.6830635598
164	0.6830540464
165	0.6830502872
166	0.6830525379
167	0.6830442478
168	0.6830381572
169	0.6830372177
170	0.6830368385
171	0.6830323453
172	0.6830243152
173	0.6830248915
174	0.6830187618
175	0.6830151175
176	0.6830060816
177	0.6830021171
178	0.6829964133
179	0.682992534
180	0.6829930357
181	0.6829884912
182	0.6829871096
183	0.6829749732
184	0.6829681151
185	0.682966691
186	0.6829636389
187	0.6829646924
188	0.6829566679
189	0.6829551643
190	0.6829521689
191	0.6829473855
192	0.6829434845
193	0.6829412873
194	0.6829381307
195	0.6829335603
196	0.6829315191
197	0.6829298267
198	0.6829265556
199	0.6829216044
200	0.6829199022
201	0.682916059
202	0.6829130965
203	0.682908995
204	0.6829108556
205	0.6829060195
206	0.6829031639
207	0.6828992475
208	0.6828934803
209	0.6828948338
210	0.6828909379
211	0.6828878254
212	0.68288707
213	0.6828805895
214	0.6828747461
215	0.6828744597
216	0.6828741402
217	0.6828677926
218	0.6828660762
219	0.6828639005
220	0.6828594681
221	0.6828571952
222	0.6828583316
223	0.6828553607
224	0.6828511937
225	0.6828519071
226	0.6828463372
227	0.6828497699
228	0.6828462614
229	0.6828448789
230	0.6828404082
231	0.682841975
232	0.6828374165
233	0.6828406692
234	0.682835633
235	0.68283301
236	0.6828343905
237	0.6828333822
238	0.6828336763
239	0.6828292219
240	0.6828247323
241	0.6828244726
242	0.6828214583
243	0.6828197183
244	0.6828193885
245	0.6828174179
246	0.6828107242
247	0.6828106947
248	0.6828115616
249	0.6828068611
250	0.6828070682
251	0.6828066902
252	0.6828007564
253	0.6828021202
254	0.6828036596
255	0.6827993657
256	0.6827979987
257	0.6827931366
258	0.6827929097
259	0.6827938545
260	0.6827904113
261	0.6827867339
262	0.6827845963
263	0.6827848926
264	0.682780787
265	0.6827813906
266	0.6827772343
267	0.6827744927
268	0.6827760485
269	0.68277543
270	0.6827740019
271	0.6827701361
272	0.6827685535
273	0.6827691955
274	0.6827631253
275	0.6827628654
276	0.682761631
277	0.6827641593
278	0.6827585637
279	0.6827635055
280	0.6827583287
281	0.682757294
282	0.6827586792
283	0.6827553423
284	0.6827491951
285	0.6827508724
286	0.6827467618
287	0.6827483797
288	0.6827432057
289	0.6827437484
290	0.6827460509
291	0.6827392806
292	0.6827417989
293	0.682740828
294	0.6827418553
295	0.6827354325
296	0.6827388852
297	0.6827325615
298	0.6827344598
299	0.6827348641
300	0.682727448
301	0.6827280796
302	0.6827299867
303	0.6827257486
304	0.6827242626
305	0.6827258374
306	0.682725595
307	0.6827225413
308	0.6827242383
309	0.6827171613
310	0.6827165607
311	0.6827201774
312	0.6827195831
313	0.6827134125
314	0.6827136665
315	0.6827135813
316	0.6827130725
317	0.6827121833
318	0.6827106589
319	0.6827131933
320	0.6827066215
321	0.6827103048
322	0.6827039707
323	0.6827025296
324	0.68270209
325	0.6827008903
326	0.6827009861
327	0.6827000053
328	0.6826982101
329	0.6826975197
330	0.6826995968
331	0.6826940779
332	0.6826928636
333	0.6826974335
334	0.6826917174
335	0.6826918727
336	0.6826904557
337	0.6826915136
338	0.6826908003
339	0.682690077
340	0.6826916475
341	0.6826911106
342	0.682690404
343	0.6826879849
344	0.6826841778
345	0.6826839816
346	0.6826860314
347	0.6826874958
348	0.6826866129
349	0.6826790585
350	0.6826781943
351	0.6826802104
352	0.682679478
353	0.6826807105
354	0.682679092
355	0.6826762019
356	0.6826779833
357	0.6826773596
358	0.68267058
359	0.6826705575
360	0.6826701283
361	0.6826712523
362	0.6826732701
363	0.6826664225
364	0.6826670804
365	0.6826670365
366	0.6826665474
367	0.6826657792
368	0.6826652825
369	0.6826599587
370	0.6826619258
371	0.6826619469
372	0.6826579803
373	0.6826580339
374	0.6826571321
375	0.6826571561
376	0.68265674
377	0.682658437
378	0.682660457
379	0.6826593115
380	0.6826589887
381	0.6826527545
382	0.6826527541
383	0.6826571821
384	0.6826563013
385	0.6826551728
386	0.6826549343
387	0.6826498728
388	0.6826490928
389	0.6826506286
390	0.6826500318
391	0.6826488565
392	0.6826483519
393	0.6826498313
394	0.6826487346
395	0.6826479011
396	0.6826411551
397	0.6826400758
398	0.6826420532
399	0.6826403612
400	0.6826405629
401	0.6826369365
402	0.6826362329
403	0.6826403886
404	0.6826394144
405	0.6826377296
406	0.682635251
407	0.6826324621
408	0.682630081
409	0.6826318643
410	0.682631971
411	0.6826299761
412	0.6826295959
413	0.6826314455
414	0.6826310225
415	0.6826303103
416	0.6826298778
417	0.6826291937
418	0.6826290325
419	0.682621308
420	0.6826207047
421	0.6826201725
422	0.6826200641
423	0.682621649
424	0.6826211192
425	0.6826182892
426	0.6826177759
427	0.6826156514
428	0.6826149987
429	0.6826150841
430	0.6826138368
431	0.6826154249
432	0.6826150067
433	0.6826141785
434	0.6826139373
435	0.6826136958
436	0.6826131033
437	0.6826125213
438	0.6826114479
439	0.6826109877
440	0.6826080649
441	0.6826050976
442	0.6826045315
443	0.6826045907
444	0.6826037836
445	0.6826056726
446	0.6826051094
447	0.6826041409
448	0.6826033641
449	0.6826027013
450	0.6826017952
451	0.6826006771
452	0.6826001709
453	0.6825978898
454	0.6825975988
455	0.6825972592
456	0.6825993829
457	0.6825933535
458	0.6825931545
459	0.68259518
460	0.6825942821
461	0.6825938212
462	0.682593774
463	0.682593309
464	0.6825925655
465	0.6825922188
466	0.6825937706
467	0.6825908159
468	0.6825897368
469	0.6825873806
470	0.682586743
471	0.6825860166
472	0.6825856263
473	0.6825846978
474	0.6825840287
475	0.6825841358
476	0.6825837304
477	0.6825829365
478	0.6825821463
479	0.6825819861
480	0.6825810857
481	0.6825808561
482	0.6825807942
483	0.6825808711
484	0.6825804087
485	0.6825794461
486	0.6825787705
487	0.6825785275
488	0.6825778187
489	0.6825777779
490	0.6825770539
491	0.6825763863
492	0.6825758708
493	0.6825752665
494	0.6825751874
495	0.6825750731
496	0.682574618
497	0.6825723562
498	0.6825715989
499	0.6825711132
500	0.6825704516
501	0.6825700988
502	0.6825700365
503	0.6825693179
504	0.6825671299
505	0.6825663998
506	0.6825660635
507	0.6825655061
508	0.6825648696
509	0.6825644591
510	0.6825641098
511	0.6825636129
512	0.682562949
513	0.6825605823
514	0.6825605802
515	0.6825586012
516	0.6825582084
517	0.682557939
518	0.6825572779
519	0.6825597322
520	0.6825575452
521	0.6825576458
522	0.6825568857
523	0.6825518316
524	0.6825518316
525	0.6825564925
526	0.6825544893
527	0.6825537391
528	0.6825526209
529	0.6825493406
530	0.6825493491
531	0.6825516638
532	0.682551239
533	0.6825502577
534	0.6825499328
535	0.6825431572
536	0.6825429302
537	0.6825431063
538	0.6825430485
539	0.6825409295
540	0.682540266
541	0.6825403082
542	0.6825404264
543	0.6825403614
544	0.6825389929
545	0.6825390419
546	0.6825387883
547	0.6825389506
548	0.6825374438
549	0.6825364323
550	0.6825394453
551	0.6825340881
552	0.6825339594
553	0.6825338954
554	0.6825312824
555	0.682530854
556	0.6825307745
557	0.682530585
558	0.6825283104
559	0.6825283252
560	0.682528124
561	0.682527849
562	0.6825298273
563	0.6825277545
564	0.6825259297
565	0.6825259495
566	0.6825243667
567	0.6825238164
568	0.6825235145
569	0.6825209726
570	0.6825195038
571	0.682517903
572	0.6825179395
573	0.6825183722
574	0.6825182784
575	0.6825180911
576	0.6825165434
577	0.6825159399
578	0.6825145412
579	0.6825141075
580	0.6825130535
581	0.6825116863
582	0.6825115659
583	0.6825115295
584	0.6825097225
585	0.682509364
586	0.6825090568
587	0.6825084781
588	0.6825082182
589	0.6825077854
590	0.6825068605
591	0.6825051538
592	0.6825064225
593	0.6825026546
594	0.6825027822
595	0.6825024097
596	0.6825023278
597	0.6825032645
598	0.6825034817
599	0.682501882
600	0.6825005081
601	0.6824989727
602	0.682498429
603	0.6824980849
604	0.6824976122
605	0.6824944348
606	0.6824967358
607	0.6824932718
608	0.6824898729
609	0.6824906781
610	0.6824901642
611	0.6824899211
612	0.6824891448
613	0.6824892455
614	0.6824887874
615	0.6824884462
616	0.68248857
617	0.6824875239
618	0.6824864481
619	0.6824862012
620	0.6824857928
621	0.6824880721
622	0.6824817997
623	0.6824858386
624	0.6824852929
625	0.6824797672
626	0.6824783651
627	0.6824783651
628	0.6824783041
629	0.6824801135
630	0.6824800501
631	0.6824788578
632	0.6824783425
633	0.6824777083
634	0.6824777736
635	0.6824775454
636	0.6824767682
637	0.6824740928
638	0.6824732324
639	0.6824732655
640	0.6824755822
641	0.6824748383
642	0.6824740319
643	0.6824726273
644	0.6824728917
645	0.6824744927
646	0.682473966
647	0.6824742404
648	0.6824715587
649	0.6824716322
650	0.6824702681
651	0.6824715992
652	0.6824708666
653	0.6824700178
654	0.6824648575
655	0.6824639877
656	0.6824626048
657	0.6824613415
658	0.6824606112
659	0.6824605031
660	0.6824595906
661	0.6824610214
662	0.6824603903
663	0.6824597233
664	0.6824595401
665	0.6824582859
666	0.6824582036
667	0.6824577854
668	0.6824576982
669	0.6824567515
670	0.6824559067
671	0.6824551517
672	0.6824559648
673	0.6824508307
674	0.6824558755
675	0.6824557778
676	0.6824503252
677	0.6824522869
678	0.6824520755
679	0.6824517011
680	0.6824510496
681	0.6824497431
682	0.6824494006
683	0.6824492208
684	0.6824490586
685	0.682448978
686	0.6824488034
687	0.6824486186
688	0.6824482206
689	0.6824474841
690	0.6824468019
691	0.6824443335
692	0.6824443981
693	0.682443627
694	0.6824433758
695	0.6824453319
696	0.682444978
697	0.6824444535
698	0.6824444305
699	0.6824438755
700	0.6824431592
701	0.6824432424
702	0.6824424973
703	0.6824419809
704	0.682441805
705	0.6824417786
706	0.6824392052
707	0.6824410448
708	0.6824406883
709	0.6824430875
710	0.6824428505
711	0.6824425314
712	0.6824424001
713	0.682441548
714	0.6824414367
715	0.6824408004
716	0.6824405891
717	0.6824401336
718	0.6824345719
719	0.6824394129
720	0.6824389898
721	0.6824381914
722	0.6824381508
723	0.6824324511
724	0.6824325618
725	0.6824345222
726	0.6824365882
727	0.6824357592
728	0.6824354324
729	0.6824350576
730	0.6824347447
731	0.682434689
732	0.6824341071
733	0.6824340399
734	0.6824289438
735	0.6824289438
736	0.682429219
737	0.6824293972
738	0.6824315066
739	0.6824337782
740	0.6824331354
741	0.6824330411
742	0.6824324688
743	0.6824322599
744	0.6824314167
745	0.6824309508
746	0.6824300575
747	0.682429884
748	0.6824246484
749	0.6824245533
750	0.68242416
751	0.682423753
752	0.6824236304
753	0.6824256244
754	0.6824252582
755	0.6824243946
756	0.6824247314
757	0.6824244471
758	0.6824244065
759	0.6824237933
760	0.6824238481
761	0.6824231943
762	0.6824232825
763	0.6824252093
764	0.6824202055
765	0.6824201842
766	0.6824194495
767	0.6824188187
768	0.6824187425
769	0.6824187425
770	0.6824186949
771	0.6824180832
772	0.6824175145
773	0.6824219042
774	0.682421455
775	0.6824204941
776	0.6824205055
777	0.6824199502
778	0.6824200323
779	0.6824194084
780	0.6824187273
781	0.6824186097
782	0.6824182176
783	0.6824176519
784	0.6824173759
785	0.6824164975
786	0.6824140166
787	0.6824138275
788	0.6824153305
789	0.6824146859
790	0.6824145871
791	0.682409663
792	0.6824096774
793	0.6824096774
794	0.6824097464
795	0.682409761
796	0.6824095461
797	0.682411665
798	0.6824116221
799	0.6824112533
800	0.6824110896
801	0.6824105145
802	0.6824125408
803	0.6824092678
804	0.6824090209
805	0.6824086569
806	0.6824083911
807	0.6824083442
808	0.6824082683
809	0.682407997
810	0.6824076961
811	0.6824098133
812	0.6824073991
813	0.6824067676
814	0.6824068674
815	0.6824063998
816	0.6824065411
817	0.6824057057
818	0.6824052856
819	0.6824050464
820	0.6824064134
821	0.6824063798
822	0.6824035863
823	0.6824059464
824	0.6824053005
825	0.6824052415
826	0.6824050751
827	0.6824045095
828	0.6823997357
829	0.6823997122
830	0.682399664
831	0.6823992917
832	0.6823985986
833	0.682401075
834	0.6824006311
835	0.6824024306
836	0.6823973616
837	0.6823977513
838	0.6823977024
839	0.6823976766
840	0.6823977938
841	0.6823975363
842	0.6823975946
843	0.6823975062
844	0.6823974844
845	0.6823991132
846	0.6823993395
847	0.6823990746
848	0.6823990502
849	0.6823989176
850	0.6823987434
851	0.6823966581
852	0.6823959782
853	0.6824006922
854	0.682400545
855	0.6824003909
856	0.6824001255
857	0.6823999379
858	0.6823993585
859	0.6823946453
860	0.6823941945
861	0.6823940055
862	0.6823939342
863	0.6823938579
864	0.6823940854
865	0.6823936603
866	0.6823932912
867	0.6823933019
868	0.6823930819
869	0.6823932306
870	0.6823931175
871	0.6823930796
872	0.6823974427
873	0.6823970264
874	0.6823971868
875	0.682396716
876	0.6823966519
877	0.6823965137
878	0.6823938367
879	0.6823937993
880	0.6823937986
881	0.6823908723
882	0.6823934274
883	0.6823931141
884	0.6823926883
885	0.6823927267
886	0.682392622
887	0.682392413
888	0.6823924444
889	0.6823925249
890	0.6823897585
891	0.6823897535
892	0.6823893829
893	0.6823894501
894	0.6823895148
895	0.6823894904
896	0.6823893757
897	0.6823890327
898	0.6823890578
899	0.6823890578
900	0.6823893351
901	0.6823891863
902	0.6823917362
903	0.6823916165
904	0.682391217
905	0.682391118
906	0.6823910935
907	0.6823910984
908	0.6823909899
909	0.6823909174
910	0.6823908276
911	0.6823928434
912	0.6823929312
913	0.6823924085
914	0.6823920929
915	0.6823917765
916	0.6823916503
917	0.6823911334
918	0.682391097
919	0.6823909862
920	0.6823886471
921	0.682388244
922	0.6823883394
923	0.6823906354
924	0.6823903821
925	0.6823901521
926	0.6823894747
927	0.6823891658
928	0.68238934
929	0.6823888303
930	0.6823886411
931	0.6823833139
932	0.6823833139
933	0.682382813
934	0.682382813
935	0.6823823335
936	0.6823823335
937	0.6823821416
938	0.6823820311
939	0.6823821372
940	0.6823821221
941	0.6823821427
942	0.6823818027
943	0.682384077
944	0.6823841141
945	0.6823836085
946	0.6823832825
947	0.682383091
948	0.6823833326
949	0.6823829188
950	0.6823828345
951	0.6823824964
952	0.6823823957
953	0.6823824664
954	0.6823818366
955	0.6823819789
956	0.6823815374
957	0.6823815444
958	0.6823810766
959	0.682383452
960	0.682383313
961	0.6823832348
962	0.682383048
963	0.6823826321
964	0.6823826115
965	0.6823824521
966	0.6823824323
967	0.6823818875
968	0.6823767215
969	0.6823814077
970	0.6823810989
971	0.6823811916
972	0.6823808222
973	0.6823783988
974	0.6823781906
975	0.682377834
976	0.6823776355
977	0.6823798441
978	0.6823796459
979	0.6823795212
980	0.6823794085
981	0.6823794805
982	0.6823793581
983	0.6823791791
984	0.6823785144
985	0.6823781975
986	0.6823779157
987	0.6823778326
988	0.68237775
989	0.6823774531
990	0.6823774681
991	0.6823772471
992	0.682376933
993	0.6823720639
994	0.6823718136
995	0.6823719018
996	0.6823716945
997	0.6823740431
998	0.6823739136
999	0.6823737176
